"ID","default_flag","pred_br","score_pd","QTR","score_date","score_year","BAND","current_balance","MONTH","feature1_wt","feature2_wt"
"34378","0","0.58323","0.578319","3","30-10-2019","2019","6","91173","10","0","0"
"34379","0","0.306014","0.290906","3","29-11-2019","2019","3","63288","11","0","0"
"34380","0","0.160474","0.169318","1","17-03-2019","2019","2","40597","3","0","0"
"34381","0","0.137315","0.133211","1","28-02-2019","2019","1","84636","2","0","0"
"34382","0","0.234896","0.228918","1","05-08-2019","2019","2","38112","8","0","0"
"34383","0","0.572093","0.574336","2","12-11-2019","2019","6","52109","11","0","0"
"34384","1","0.33706","0.344583","3","04-05-2019","2019","3","64513","5","0","0"
"34385","1","0.78863","0.800841","1","15-03-2019","2019","8","66901","3","0","0"
"34386","0","0.194961","0.185753","3","03-03-2019","2019","2","85801","3","0","0"
"34387","1","0.867462","0.877321","4","07-02-2019","2019","9","99499","2","0","0"
"34388","0","0.488028","0.475504","2","09-05-2019","2019","5","19533","5","0","0"
"34389","1","0.743252","0.726151","1","12-09-2019","2019","7","92985","9","0","0"
"34390","0","0.131575","0.145969","3","19-02-2019","2019","1","59706","2","0","0"
"34391","0","0.143323","0.158005","4","25-09-2019","2019","2","84512","9","0","0"
"34392","1","0.82675","0.841362","4","18-12-2019","2019","8","22553","12","0","0"
"34393","0","0.116954","0.123032","2","17-04-2019","2019","1","33254","4","0","0"
"34394","0","0.543306","0.553252","2","12-05-2019","2019","6","9150","5","0","0"
"34395","1","0.355409","0.365965","4","07-03-2019","2019","4","22450","3","0","0"
"34396","0","0.131624","0.127992","2","05-04-2019","2019","1","54567","4","0","0"
"34397","1","0.816047","0.806151","3","22-01-2019","2019","8","32892","1","0","0"
"34398","0","0.349214","0.329985","3","06-06-2019","2019","3","40095","6","0","0"
"34399","0","0.493497","0.503128","2","09-05-2019","2019","5","69888","5","0","0"
"34400","0","0.226088","0.241347","4","25-09-2019","2019","2","85907","9","0","0"
"34401","1","0.825595","0.818253","4","08-03-2019","2019","8","15584","3","0","0"
"34402","1","0.305288","0.301017","3","17-08-2019","2019","3","13083","8","0","0"
"34403","1","0.347336","0.329776","1","02-09-2019","2019","3","97237","9","0","0"
"34404","1","0.67947","0.692978","3","03-04-2019","2019","7","98193","4","0","0"
"34405","0","0.238034","0.221335","3","28-10-2019","2019","2","96638","10","0","0"
"34406","0","0.406909","0.420418","2","18-12-2019","2019","4","12274","12","0","0"
"34407","0","0.428029","0.415536","4","03-11-2019","2019","4","32825","11","0","0"
"34408","0","0.420138","0.431869","4","18-02-2019","2019","4","35300","2","0","0"
"34409","0","0.560628","0.570254","4","16-07-2019","2019","6","29998","7","0","0"
"34410","1","0.556251","0.548669","1","14-04-2019","2019","5","48138","4","0","0"
"34411","1","0.732612","0.739577","3","01-11-2019","2019","7","78941","11","0","0"
"34412","0","0.35283","0.347763","2","21-03-2019","2019","3","99740","3","0","0"
"34413","1","0.524832","0.510347","1","26-05-2019","2019","5","83004","5","0","0"
"34414","1","0.626204","0.634633","2","25-02-2019","2019","6","23457","2","0","0"
"34415","1","0.357475","0.373447","4","30-07-2019","2019","4","34755","7","0","0"
"34416","0","0.125838","0.130933","3","26-01-2019","2019","1","67263","1","0","0"
"34417","0","0.222891","0.235154","1","15-12-2019","2019","2","5746","12","0","0"
"34418","0","0.205352","0.206476","2","07-02-2019","2019","2","10017","2","0","0"
"34419","1","0.561816","0.551569","4","21-01-2019","2019","6","35802","1","0","0"
"34420","0","0.254488","0.236434","1","10-01-2019","2019","2","83418","1","0","0"
"34421","0","0.428164","0.408746","2","14-04-2019","2019","4","63533","4","0","0"
"34422","0","0.628296","0.626159","4","02-02-2019","2019","6","7385","2","0","0"
"34423","0","0.274167","0.264797","2","10-09-2019","2019","3","23117","9","0","0"
"34424","1","0.17684","0.165917","2","22-09-2019","2019","2","64488","9","0","0"
"34425","1","0.809158","0.818828","2","23-04-2019","2019","8","42492","4","0","0"
"34426","1","0.444811","0.456245","3","12-08-2019","2019","5","17188","8","0","0"
"34427","1","0.497012","0.49267","4","08-01-2019","2019","5","81657","1","0","0"
"34428","0","0.149689","0.145536","4","29-08-2019","2019","1","32417","8","0","0"
"34429","1","0.479598","0.490639","3","08-05-2019","2019","5","6571","5","0","0"
"34430","0","0.31016","0.32283","4","06-12-2019","2019","3","67521","12","0","0"
"34431","1","0.636469","0.639782","4","11-03-2019","2019","6","41571","3","0","0"
"34432","0","0.664949","0.661009","4","09-04-2019","2019","7","77203","4","0","0"
"34433","0","0.112468","0.125103","4","11-11-2019","2019","1","55117","11","0","0"
"34434","1","0.66127","0.646537","3","12-02-2019","2019","6","64873","2","0","0"
"34435","0","0.159386","0.158942","1","29-09-2019","2019","2","4590","9","0","0"
"34436","1","0.629367","0.640708","1","28-05-2019","2019","6","88208","5","0","0"
"34437","1","0.800042","0.81959","3","03-01-2019","2019","8","39629","1","0","0"
"34438","0","0.391011","0.392832","2","31-01-2019","2019","4","77508","1","0","0"
"34439","0","0.573662","0.559229","4","20-03-2019","2019","6","60092","3","0","0"
"34440","1","0.572222","0.564866","2","06-11-2019","2019","6","4953","11","0","0"
"34441","0","0.408071","0.39535","4","07-09-2019","2019","4","75418","9","0","0"
"34442","1","0.576288","0.587026","3","27-08-2019","2019","6","46310","8","0","0"
"34443","1","0.760579","0.755553","1","16-12-2019","2019","8","60080","12","0","0"
"34444","0","0.328605","0.343882","3","02-06-2019","2019","3","28803","6","0","0"
"34445","1","0.714669","0.708956","2","16-11-2019","2019","7","97804","11","0","0"
"34446","0","0.746678","0.751577","4","06-04-2019","2019","8","55447","4","0","0"
"34447","0","0.465417","0.469636","1","12-10-2019","2019","5","71615","10","0","0"
"34448","0","0.631852","0.630683","2","20-06-2019","2019","6","44096","6","0","0"
"34449","0","0.228243","0.24632","2","25-02-2019","2019","2","32137","2","0","0"
"34450","0","0.487022","0.505409","3","21-09-2019","2019","5","43039","9","0","0"
"34451","1","0.259407","0.266217","1","28-08-2019","2019","3","27359","8","0","0"
"34452","1","0.593334","0.585652","1","27-08-2019","2019","6","58298","8","0","0"
"34453","0","0.826194","0.827808","1","22-10-2019","2019","8","6152","10","0","0"
"34454","1","0.540897","0.545658","1","15-02-2019","2019","5","90016","2","0","0"
"34455","0","0.125657","0.135621","3","14-03-2019","2019","1","15145","3","0","0"
"34456","0","0.387461","0.375371","3","25-06-2019","2019","4","2805","6","0","0"
"34457","1","0.614931","0.627194","1","14-04-2019","2019","6","24718","4","0","0"
"34458","1","0.794749","0.812239","4","06-05-2019","2019","8","95502","5","0","0"
"34459","1","0.741598","0.738569","1","06-04-2019","2019","7","81935","4","0","0"
"34460","1","0.653379","0.654741","3","07-07-2019","2019","7","58680","7","0","0"
"34461","0","0.264271","0.255301","1","22-10-2019","2019","3","21145","10","0","0"
"34462","0","0.242093","0.23303","3","18-02-2019","2019","2","93839","2","0","0"
"34463","0","0.221862","0.234192","1","07-10-2019","2019","2","11693","10","0","0"
"34464","0","0.579999","0.578719","4","01-12-2019","2019","6","4684","12","0","0"
"34465","1","0.830312","0.840405","3","05-12-2019","2019","8","59346","12","0","0"
"34466","1","0.794838","0.780549","3","07-02-2019","2019","8","39779","2","0","0"
"34467","1","0.767813","0.756774","4","11-08-2019","2019","8","77809","8","0","0"
"34468","0","0.440659","0.449899","4","20-10-2019","2019","4","26041","10","0","0"
"34469","0","0.352915","0.351056","3","05-05-2019","2019","4","83748","5","0","0"
"34470","0","0.414281","0.423335","4","03-07-2019","2019","4","75906","7","0","0"
"34471","1","0.389367","0.391159","2","05-08-2019","2019","4","40444","8","0","0"
"34472","0","0.161791","0.148832","2","15-10-2019","2019","1","22876","10","0","0"
"34473","1","0.56599","0.557786","3","04-06-2019","2019","6","3058","6","0","0"
"34474","1","0.743841","0.75276","2","19-05-2019","2019","8","52078","5","0","0"
"34475","0","0.238071","0.234968","3","24-12-2019","2019","2","7607","12","0","0"
"34476","1","0.585927","0.597343","4","06-06-2019","2019","6","90903","6","0","0"
"34477","0","0.149523","0.155546","4","30-09-2019","2019","2","24030","9","0","0"
"34478","1","0.481971","0.484572","1","02-03-2019","2019","5","66281","3","0","0"
"34479","0","0.203298","0.208434","3","29-03-2019","2019","2","66716","3","0","0"
"34480","0","0.721433","0.738455","1","26-07-2019","2019","7","33702","7","0","0"
"34481","1","0.505419","0.497559","4","23-08-2019","2019","5","79981","8","0","0"
"34482","0","0.426261","0.415476","2","08-05-2019","2019","4","48498","5","0","0"
"34483","0","0.18362","0.196797","3","27-01-2019","2019","2","85166","1","0","0"
"34484","1","0.874676","0.867476","4","05-03-2019","2019","9","34155","3","0","0"
"34485","1","0.533437","0.552732","2","07-09-2019","2019","6","41777","9","0","0"
"34486","0","0.183706","0.16744","1","24-12-2019","2019","2","43653","12","0","0"
"34487","0","0.283972","0.277333","1","21-08-2019","2019","3","17700","8","0","0"
"34488","0","0.154937","0.141595","3","04-02-2019","2019","1","4606","2","0","0"
"34489","0","0.393858","0.394206","4","15-04-2019","2019","4","10051","4","0","0"
"34490","1","0.697095","0.688063","4","11-06-2019","2019","7","87038","6","0","0"
"34491","1","0.616529","0.605987","2","17-07-2019","2019","6","75843","7","0","0"
"34492","0","0.37026","0.385878","1","22-11-2019","2019","4","41005","11","0","0"
"34493","1","0.816964","0.825984","3","18-11-2019","2019","8","67121","11","0","0"
"34494","1","0.165251","0.147165","1","19-09-2019","2019","1","78245","9","0","0"
"34495","0","0.444982","0.450098","3","01-05-2019","2019","5","30996","5","0","0"
"34496","0","0.274881","0.289662","3","23-07-2019","2019","3","41511","7","0","0"
"34497","1","0.275891","0.265974","2","10-06-2019","2019","3","16490","6","0","0"
"34498","0","0.221607","0.224193","3","28-08-2019","2019","2","60682","8","0","0"
"34499","0","0.76714","0.749935","1","24-10-2019","2019","7","2471","10","0","0"
"34500","0","0.482625","0.474633","4","13-01-2019","2019","5","58421","1","0","0"
"34501","0","0.4173","0.406935","4","12-08-2019","2019","4","94461","8","0","0"
"34502","1","0.324643","0.324522","4","17-02-2019","2019","3","35277","2","0","0"
"34503","1","0.622045","0.640927","1","27-10-2019","2019","6","33113","10","0","0"
"34504","1","0.76642","0.756818","1","21-03-2019","2019","8","30104","3","0","0"
"34505","0","0.195925","0.175983","4","20-07-2019","2019","2","86733","7","0","0"
"34506","0","0.328021","0.34314","1","14-03-2019","2019","3","25302","3","0","0"
"34507","0","0.869677","0.871688","2","02-11-2019","2019","9","87355","11","0","0"
"34508","1","0.735873","0.733389","3","28-05-2019","2019","7","11035","5","0","0"
"34509","1","0.403629","0.389959","3","20-05-2019","2019","4","75970","5","0","0"
"34510","0","0.164996","0.152143","4","01-04-2019","2019","2","39836","4","0","0"
"34511","1","0.892344","0.877908","3","26-01-2019","2019","9","19344","1","0","0"
"34512","0","0.207394","0.222861","2","23-10-2019","2019","2","90750","10","0","0"
"34513","0","0.501002","0.492139","4","30-07-2019","2019","5","17969","7","0","0"
"34514","0","0.161262","0.159809","4","03-08-2019","2019","2","49638","8","0","0"
"34515","1","0.621473","0.6185","3","21-01-2019","2019","6","8864","1","0","0"
"34516","0","0.316413","0.305643","1","21-03-2019","2019","3","8092","3","0","0"
"34517","0","0.330197","0.346967","3","09-12-2019","2019","3","23051","12","0","0"
"34518","0","0.167402","0.176508","2","23-10-2019","2019","2","16192","10","0","0"
"34519","0","0.383271","0.395477","1","16-08-2019","2019","4","82474","8","0","0"
"34520","0","0.264205","0.253339","3","09-04-2019","2019","3","16115","4","0","0"
"34521","0","0.454888","0.437782","1","25-11-2019","2019","4","56054","11","0","0"
"34522","1","0.718422","0.699208","3","21-03-2019","2019","7","30308","3","0","0"
"34523","1","0.746095","0.744209","1","28-08-2019","2019","7","76860","8","0","0"
"34524","1","0.830304","0.813336","2","16-12-2019","2019","8","39029","12","0","0"
"34525","1","0.729601","0.747144","4","18-06-2019","2019","7","39813","6","0","0"
"34526","1","0.830354","0.846351","4","08-01-2019","2019","8","30712","1","0","0"
"34527","0","0.42046","0.417833","2","30-09-2019","2019","4","26557","9","0","0"
"34528","1","0.236095","0.248595","3","21-01-2019","2019","2","12416","1","0","0"
"34529","0","0.436596","0.45234","2","13-12-2019","2019","5","38800","12","0","0"
"34530","0","0.107493","0.121274","4","08-12-2019","2019","1","31137","12","0","0"
"34531","0","0.238019","0.225795","1","17-11-2019","2019","2","67550","11","0","0"
"34532","0","0.184334","0.196147","1","02-03-2019","2019","2","37035","3","0","0"
"34533","0","0.228649","0.238409","1","20-07-2019","2019","2","88282","7","0","0"
"34534","1","0.478876","0.486131","2","22-12-2019","2019","5","39167","12","0","0"
"34535","1","0.666379","0.682939","1","07-09-2019","2019","7","47300","9","0","0"
"34536","1","0.837621","0.839118","4","13-07-2019","2019","8","76282","7","0","0"
"34537","1","0.356741","0.357811","3","14-01-2019","2019","4","59973","1","0","0"
"34538","1","0.587494","0.603693","3","10-03-2019","2019","6","71353","3","0","0"
"34539","1","0.710822","0.697899","4","11-05-2019","2019","7","52172","5","0","0"
"34540","1","0.803073","0.812294","2","20-05-2019","2019","8","18405","5","0","0"
"34541","0","0.454323","0.444066","2","01-04-2019","2019","4","63146","4","0","0"
"34542","0","0.81007","0.799322","4","10-10-2019","2019","8","84920","10","0","0"
"34543","0","0.209618","0.225229","2","01-04-2019","2019","2","47348","4","0","0"
"34544","0","0.476246","0.469214","3","06-08-2019","2019","5","6865","8","0","0"
"34545","1","0.780571","0.795364","1","18-08-2019","2019","8","13735","8","0","0"
"34546","0","0.307106","0.309272","3","12-10-2019","2019","3","85780","10","0","0"
"34547","0","0.393263","0.39479","1","01-09-2019","2019","4","74520","9","0","0"
"34548","0","0.30432","0.31719","2","13-09-2019","2019","3","7378","9","0","0"
"34549","1","0.586699","0.573701","3","27-07-2019","2019","6","90960","7","0","0"
"34550","0","0.596987","0.603726","2","29-09-2019","2019","6","9932","9","0","0"
"34551","1","0.862166","0.849427","1","30-04-2019","2019","8","47709","4","0","0"
"34552","0","0.195523","0.209442","1","16-11-2019","2019","2","52196","11","0","0"
"34553","1","0.474614","0.463213","3","30-07-2019","2019","5","97759","7","0","0"
"34554","1","0.709325","0.704024","1","10-06-2019","2019","7","54007","6","0","0"
"34555","0","0.126603","0.145945","2","22-10-2019","2019","1","21229","10","0","0"
"34556","1","0.638751","0.627121","4","19-09-2019","2019","6","75551","9","0","0"
"34557","0","0.179198","0.184529","2","21-12-2019","2019","2","33521","12","0","0"
"34558","1","0.767289","0.769382","2","05-10-2019","2019","8","95865","10","0","0"
"34559","0","0.539085","0.546987","4","01-02-2019","2019","5","5473","2","0","0"
"34560","1","0.449781","0.461982","3","31-05-2019","2019","5","11377","5","0","0"
"34561","0","0.178266","0.191652","3","27-08-2019","2019","2","77509","8","0","0"
"34562","1","0.802309","0.797863","2","19-09-2019","2019","8","84741","9","0","0"
"34563","0","0.225038","0.233765","1","06-08-2019","2019","2","86187","8","0","0"
"34564","0","0.239315","0.220194","1","08-11-2019","2019","2","37297","11","0","0"
"34565","0","0.199053","0.200435","1","18-05-2019","2019","2","50341","5","0","0"
"34566","1","0.652784","0.63995","2","08-11-2019","2019","6","63200","11","0","0"
"34567","0","0.616299","0.625283","1","02-06-2019","2019","6","97245","6","0","0"
"34568","1","0.41245","0.424176","4","05-10-2019","2019","4","26796","10","0","0"
"34569","0","0.420084","0.42782","4","20-04-2019","2019","4","61568","4","0","0"
"34570","0","0.236284","0.23926","4","10-12-2019","2019","2","97223","12","0","0"
"34571","1","0.875515","0.870089","1","22-11-2019","2019","9","19636","11","0","0"
"34572","0","0.775779","0.765667","4","08-10-2019","2019","8","45853","10","0","0"
"34573","0","0.225109","0.22979","3","18-08-2019","2019","2","58864","8","0","0"
"34574","0","0.835673","0.855239","4","25-01-2019","2019","9","34643","1","0","0"
"34575","1","0.384325","0.379393","2","15-02-2019","2019","4","77866","2","0","0"
"34576","0","0.475909","0.481363","2","27-03-2019","2019","5","96225","3","0","0"
"34577","0","0.286533","0.289573","2","03-10-2019","2019","3","69425","10","0","0"
"34578","1","0.726199","0.742228","4","19-02-2019","2019","7","75507","2","0","0"
"34579","0","0.230891","0.227484","4","17-01-2019","2019","2","96060","1","0","0"
"34580","0","0.183641","0.178586","1","02-08-2019","2019","2","71135","8","0","0"
"34581","0","0.423039","0.413959","3","22-01-2019","2019","4","9774","1","0","0"
"34582","1","0.278751","0.273731","3","10-09-2019","2019","3","56197","9","0","0"
"34583","1","0.871836","0.855908","2","09-07-2019","2019","9","93645","7","0","0"
"34584","0","0.24126","0.241508","4","16-01-2019","2019","2","50735","1","0","0"
"34585","0","0.419243","0.412715","2","01-05-2019","2019","4","96840","5","0","0"
"34586","1","0.718355","0.702617","2","04-08-2019","2019","7","29117","8","0","0"
"34587","1","0.732562","0.726566","1","03-03-2019","2019","7","81841","3","0","0"
"34588","0","0.33795","0.33414","3","18-05-2019","2019","3","79895","5","0","0"
"34589","0","0.36814","0.351394","3","27-04-2019","2019","4","35699","4","0","0"
"34590","1","0.427738","0.431324","2","10-07-2019","2019","4","15689","7","0","0"
"34591","0","0.193177","0.18836","2","29-09-2019","2019","2","2958","9","0","0"
"34592","0","0.215093","0.204299","3","13-02-2019","2019","2","80526","2","0","0"
"34593","1","0.810696","0.813533","1","27-02-2019","2019","8","76133","2","0","0"
"34594","0","0.253378","0.242964","4","19-08-2019","2019","2","39236","8","0","0"
"34595","0","0.643428","0.635204","4","08-01-2019","2019","6","14877","1","0","0"
"34596","1","0.541801","0.539286","4","10-07-2019","2019","5","8500","7","0","0"
"34597","1","0.4323","0.450268","4","09-12-2019","2019","5","86977","12","0","0"
"34598","0","0.377847","0.375265","2","06-02-2019","2019","4","23209","2","0","0"
"34599","0","0.790733","0.776738","3","05-02-2019","2019","8","43558","2","0","0"
"34600","0","0.149883","0.166475","2","18-11-2019","2019","2","97952","11","0","0"
"34601","0","0.707948","0.702304","1","16-12-2019","2019","7","55805","12","0","0"
"34602","0","0.577769","0.567337","1","20-02-2019","2019","6","5373","2","0","0"
"34603","0","0.256648","0.267339","3","25-12-2019","2019","3","36810","12","0","0"
"34604","0","0.624369","0.606889","4","15-03-2019","2019","6","93919","3","0","0"
"34605","1","0.578385","0.57231","1","11-08-2019","2019","6","27197","8","0","0"
"34606","0","0.385166","0.387369","3","05-09-2019","2019","4","12498","9","0","0"
"34607","1","0.282802","0.266349","3","24-11-2019","2019","3","89945","11","0","0"
"34608","0","0.201844","0.208162","4","07-12-2019","2019","2","66183","12","0","0"
"34609","0","0.609713","0.603122","3","03-04-2019","2019","6","99526","4","0","0"
"34610","1","0.669307","0.670578","4","25-09-2019","2019","7","54673","9","0","0"
"34611","1","0.820893","0.817825","3","26-04-2019","2019","8","7763","4","0","0"
"34612","1","0.801564","0.787819","1","25-06-2019","2019","8","82506","6","0","0"
"34613","0","0.723189","0.73629","2","21-09-2019","2019","7","63543","9","0","0"
"34614","0","0.573743","0.581688","1","31-07-2019","2019","6","17480","7","0","0"
"34615","1","0.546552","0.546927","3","25-06-2019","2019","5","35722","6","0","0"
"34616","1","0.815643","0.831586","2","23-02-2019","2019","8","20634","2","0","0"
"34617","1","0.658088","0.676077","1","27-04-2019","2019","7","86035","4","0","0"
"34618","0","0.202295","0.209607","4","06-09-2019","2019","2","25601","9","0","0"
"34619","0","0.247941","0.230549","2","13-05-2019","2019","2","95188","5","0","0"
"34620","1","0.494678","0.482443","2","19-12-2019","2019","5","94385","12","0","0"
"34621","1","0.813196","0.820176","2","22-06-2019","2019","8","44023","6","0","0"
"34622","1","0.759849","0.767727","2","13-04-2019","2019","8","99956","4","0","0"
"34623","0","0.177416","0.172188","4","28-03-2019","2019","2","34277","3","0","0"
"34624","1","0.711737","0.698904","4","02-11-2019","2019","7","60734","11","0","0"
"34625","0","0.380652","0.374777","4","11-01-2019","2019","4","9655","1","0","0"
"34626","1","0.83826","0.845481","1","03-03-2019","2019","8","82813","3","0","0"
"34627","1","0.562452","0.569596","1","20-12-2019","2019","6","33904","12","0","0"
"34628","1","0.510522","0.527684","3","30-08-2019","2019","5","38739","8","0","0"
"34629","1","0.375313","0.364625","1","24-09-2019","2019","4","82000","9","0","0"
"34630","1","0.809745","0.817402","3","19-06-2019","2019","8","2940","6","0","0"
"34631","1","0.637248","0.652158","3","07-10-2019","2019","7","75081","10","0","0"
"34632","0","0.786195","0.803611","4","28-02-2019","2019","8","35929","2","0","0"
"34633","1","0.738124","0.736406","1","06-08-2019","2019","7","28274","8","0","0"
"34634","0","0.212964","0.194989","2","19-10-2019","2019","2","20147","10","0","0"
"34635","1","0.557059","0.564717","4","10-05-2019","2019","6","67168","5","0","0"
"34636","1","0.422593","0.43452","3","20-08-2019","2019","4","53210","8","0","0"
"34637","1","0.867012","0.856988","4","20-06-2019","2019","9","21585","6","0","0"
"34638","0","0.207601","0.205667","2","26-09-2019","2019","2","88368","9","0","0"
"34639","0","0.219688","0.217298","4","29-12-2019","2019","2","27095","12","0","0"
"34640","1","0.810673","0.817455","4","16-01-2019","2019","8","66478","1","0","0"
"34641","0","0.475126","0.484351","2","20-09-2019","2019","5","38121","9","0","0"
"34642","0","0.671829","0.668245","4","12-08-2019","2019","7","16575","8","0","0"
"34643","0","0.278936","0.27715","3","14-11-2019","2019","3","98372","11","0","0"
"34644","1","0.860467","0.856335","3","11-05-2019","2019","9","45730","5","0","0"
"34645","0","0.247714","0.259154","4","02-01-2019","2019","3","95073","1","0","0"
"34646","1","0.48614","0.504635","2","02-05-2019","2019","5","38891","5","0","0"
"34647","0","0.431047","0.418391","4","31-05-2019","2019","4","28462","5","0","0"
"34648","1","0.782401","0.772934","4","10-12-2019","2019","8","16380","12","0","0"
"34649","1","0.847386","0.833754","4","31-07-2019","2019","8","42763","7","0","0"
"34650","1","0.77927","0.798401","4","30-11-2019","2019","8","56835","11","0","0"
"34651","0","0.170611","0.17936","1","24-11-2019","2019","2","54252","11","0","0"
"34652","0","0.153658","0.15503","4","30-04-2019","2019","2","55597","4","0","0"
"34653","0","0.361801","0.364304","4","19-12-2019","2019","4","44307","12","0","0"
"34654","1","0.867875","0.85905","2","29-07-2019","2019","9","60757","7","0","0"
"34655","1","0.874705","0.868148","3","16-02-2019","2019","9","67051","2","0","0"
"34656","0","0.314876","0.305736","1","05-09-2019","2019","3","7840","9","0","0"
"34657","0","0.169594","0.15298","4","25-09-2019","2019","2","59668","9","0","0"
"34658","0","0.419853","0.410301","1","04-01-2019","2019","4","74874","1","0","0"
"34659","0","0.35129","0.354027","1","06-01-2019","2019","4","5321","1","0","0"
"34660","1","0.147836","0.160604","1","13-12-2019","2019","2","70994","12","0","0"
"34661","0","0.546199","0.542043","2","15-04-2019","2019","5","49533","4","0","0"
"34662","1","0.172458","0.153689","4","30-01-2019","2019","2","21895","1","0","0"
"34663","0","0.545789","0.562748","1","16-10-2019","2019","6","27558","10","0","0"
"34664","1","0.312332","0.316845","2","11-08-2019","2019","3","49841","8","0","0"
"34665","0","0.448502","0.462876","4","12-09-2019","2019","5","98534","9","0","0"
"34666","0","0.2808","0.284152","1","17-02-2019","2019","3","4220","2","0","0"
"34667","0","0.316356","0.335215","2","01-02-2019","2019","3","92473","2","0","0"
"34668","1","0.589599","0.577225","1","25-07-2019","2019","6","66256","7","0","0"
"34669","0","0.287201","0.270845","1","22-03-2019","2019","3","9366","3","0","0"
"34670","1","0.725535","0.720859","4","12-08-2019","2019","7","70639","8","0","0"
"34671","1","0.745234","0.734919","3","18-02-2019","2019","7","65550","2","0","0"
"34672","0","0.744862","0.758849","2","23-12-2019","2019","8","35244","12","0","0"
"34673","0","0.622321","0.608845","4","01-10-2019","2019","6","18025","10","0","0"
"34674","1","0.574285","0.55585","3","07-01-2019","2019","6","93462","1","0","0"
"34675","0","0.522912","0.527306","2","21-05-2019","2019","5","20734","5","0","0"
"34676","1","0.822717","0.81146","3","28-01-2019","2019","8","70967","1","0","0"
"34677","0","0.142641","0.14622","1","01-02-2019","2019","1","23498","2","0","0"
"34678","1","0.516685","0.529445","4","10-12-2019","2019","5","80014","12","0","0"
"34679","1","0.608545","0.611078","1","27-12-2019","2019","6","72750","12","0","0"
"34680","0","0.575584","0.575904","1","29-12-2019","2019","6","60035","12","0","0"
"34681","1","0.783567","0.77991","4","16-04-2019","2019","8","39202","4","0","0"
"34682","0","0.117004","0.120754","1","03-07-2019","2019","1","18713","7","0","0"
"34683","0","0.791401","0.784079","4","07-10-2019","2019","8","42823","10","0","0"
"34684","1","0.86052","0.866436","2","21-05-2019","2019","9","60621","5","0","0"
"34685","0","0.139174","0.151241","4","19-02-2019","2019","2","17078","2","0","0"
"34686","1","0.502696","0.513","2","02-12-2019","2019","5","94107","12","0","0"
"34687","0","0.651865","0.66317","1","29-05-2019","2019","7","60315","5","0","0"
"34688","1","0.884407","0.878854","2","12-04-2019","2019","9","67221","4","0","0"
"34689","0","0.490325","0.482126","4","06-04-2019","2019","5","48041","4","0","0"
"34690","1","0.376826","0.396685","3","25-05-2019","2019","4","26739","5","0","0"
"34691","0","0.552678","0.564456","2","10-12-2019","2019","6","97194","12","0","0"
"34692","1","0.371921","0.365742","1","18-07-2019","2019","4","49511","7","0","0"
"34693","0","0.371085","0.371152","1","14-08-2019","2019","4","8158","8","0","0"
"34694","1","0.596727","0.605652","3","20-10-2019","2019","6","38576","10","0","0"
"34695","0","0.124199","0.123711","4","19-03-2019","2019","1","69267","3","0","0"
"34696","1","0.553688","0.538116","2","08-04-2019","2019","5","17828","4","0","0"
"34697","1","0.63618","0.64452","3","19-11-2019","2019","6","11211","11","0","0"
"34698","1","0.232299","0.235707","1","25-02-2019","2019","2","84488","2","0","0"
"34699","1","0.681378","0.690489","4","28-05-2019","2019","7","14589","5","0","0"
"34700","1","0.142013","0.136745","1","01-03-2019","2019","1","76523","3","0","0"
"34701","1","0.201076","0.200732","1","21-01-2019","2019","2","77649","1","0","0"
"34702","1","0.174914","0.176076","3","21-04-2019","2019","2","65225","4","0","0"
"34703","1","0.506022","0.500263","3","12-01-2019","2019","5","32670","1","0","0"
"34704","1","0.513558","0.50403","3","09-05-2019","2019","5","9108","5","0","0"
"34705","1","0.866336","0.872913","3","05-10-2019","2019","9","11296","10","0","0"
"34706","1","0.390681","0.375505","1","22-09-2019","2019","4","1950","9","0","0"
"34707","1","0.579638","0.583458","1","18-03-2019","2019","6","78404","3","0","0"
"34708","0","0.196314","0.180787","3","18-08-2019","2019","2","71656","8","0","0"
"34709","1","0.140277","0.132335","3","13-01-2019","2019","1","9859","1","0","0"
"34710","1","0.765109","0.754175","2","08-07-2019","2019","8","38840","7","0","0"
"34711","1","0.571702","0.580071","3","30-05-2019","2019","6","44983","5","0","0"
"34712","1","0.16877","0.175912","3","25-05-2019","2019","2","33388","5","0","0"
"34713","0","0.249062","0.233116","2","21-08-2019","2019","2","73592","8","0","0"
"34714","1","0.239189","0.235541","3","23-10-2019","2019","2","38035","10","0","0"
"34715","1","0.751886","0.763257","4","14-09-2019","2019","8","97657","9","0","0"
"34716","0","0.178122","0.164475","3","04-04-2019","2019","2","23641","4","0","0"
"34717","1","0.746167","0.764284","4","18-07-2019","2019","8","90966","7","0","0"
"34718","1","0.334866","0.341721","3","31-03-2019","2019","3","3604","3","0","0"
"34719","1","0.745004","0.753985","2","02-12-2019","2019","8","5245","12","0","0"
"34720","1","0.83201","0.826821","2","08-02-2019","2019","8","4698","2","0","0"
"34721","0","0.140399","0.122532","3","17-06-2019","2019","1","6280","6","0","0"
"34722","0","0.241446","0.250451","3","24-06-2019","2019","3","79718","6","0","0"
"34723","1","0.156164","0.146447","1","01-11-2019","2019","1","59189","11","0","0"
"34724","1","0.683401","0.664646","3","08-05-2019","2019","7","82059","5","0","0"
"34725","0","0.441742","0.43773","1","06-01-2019","2019","4","58719","1","0","0"
